"RT","ISI","Trial","Participant","Session","Threshold","MedianComputed","Feedback","Feedback_N_Positive","Feedback_N_Negative"
0.3,3393,98,"S006","S1",368,368,"Positive",97,0
0.317,2275,99,"S006","S1",368,368,"Positive",98,0
0.333,3341,100,"S006","S1",367,367,"Positive",99,0
0.35,917,101,"S006","S1",367,367,"Positive",100,0
0.3,1419,102,"S006","S1",367,367,"Positive",101,0
0.317,3010,103,"S006","S1",366,366,"Positive",102,0
0.3,582,104,"S006","S1",366,366,"Positive",103,0
0.283,1709,105,"S006","S1",365,365,"Positive",104,0
0.3,3316,106,"S006","S1",364,364,"Positive",105,0
0.3,1825,107,"S006","S1",364,364,"Positive",106,0
0.333,1678,108,"S006","S1",363,363,"Positive",107,0
0.35,2405,109,"S006","S1",363,363,"Positive",108,0
0.3,3443,110,"S006","S1",363,363,"Positive",109,0
0.333,2723,111,"S006","S1",362,362,"Positive",110,0
0.4,333,112,"S006","S1",363,363,"Positive",111,0
0.3,497,113,"S006","S1",362,362,"Positive",112,0
0.317,2319,114,"S006","S1",362,362,"Positive",113,0
0.3,2002,115,"S006","S1",361,361,"Positive",114,0
0.3,1047,116,"S006","S1",361,361,"Positive",115,0
0.317,3453,117,"S006","S1",360,360,"Positive",116,0
0.35,2657,118,"S006","S1",360,360,"Positive",117,0
0.467,2546,119,"S006","S1",361,361,"Positive",118,0
0.283,2991,120,"S006","S1",360,360,"Positive",119,0
0.4,1864,1,"S006","S2",NA,400,"Positive",0,0
0.367,663,2,"S006","S2",384,384,"Positive",1,0
0.333,2970,3,"S006","S2",367,367,"Positive",2,0
0.35,552,4,"S006","S2",363,363,"Positive",3,0
0.3,546,5,"S006","S2",350,350,"Positive",4,0
0.366,2668,6,"S006","S2",353,353,"Positive",5,0
0.5,2486,7,"S006","S2",374,374,"Positive",6,0
0.334,2277,8,"S006","S2",369,369,"Positive",7,0
0.367,501,9,"S006","S2",369,369,"Positive",8,0
0.316,2851,10,"S006","S2",363,363,"Positive",9,0
0.35,1220,11,"S006","S2",362,362,"Positive",10,0
0.3,1492,12,"S006","S2",357,357,"Positive",11,0
0.35,2293,13,"S006","S2",356,356,"Positive",12,0
0.4,1891,14,"S006","S2",360,360,"Positive",13,0
0.433,494,15,"S006","S2",364,364,"Positive",14,0
0.267,2432,16,"S006","S2",358,358,"Positive",15,0
0.283,781,17,"S006","S2",354,354,"Positive",16,0
0.25,2794,18,"S006","S2",348,348,"Positive",17,0
0.25,3197,19,"S006","S2",343,343,"Positive",18,0
0.3,662,20,"S006","S2",341,341,"Positive",19,0
0.317,2756,21,"S006","S2",340,340,"Positive",20,0
0.333,3064,22,"S006","S2",339,339,"Positive",21,0
0.366,1022,23,"S006","S2",341,341,"Positive",22,0
0.3,1966,24,"S006","S2",339,339,"Positive",23,0
0.433,2751,25,"S006","S2",343,343,"Positive",24,0
0.4,1600,26,"S006","S2",345,345,"Positive",25,0
0.35,2404,27,"S006","S2",345,345,"Positive",26,0
0.317,2439,28,"S006","S2",344,344,"Positive",27,0
0.3,1834,29,"S006","S2",343,343,"Positive",28,0
0.3,829,30,"S006","S2",341,341,"Positive",29,0
0.3,3359,31,"S006","S2",340,340,"Positive",30,0
0.383,254,32,"S006","S2",341,341,"Positive",31,0
0.317,3307,33,"S006","S2",340,340,"Positive",32,0
0.483,219,34,"S006","S2",345,345,"Positive",33,0
0.316,3307,35,"S006","S2",344,344,"Positive",34,0
0.316,337,36,"S006","S2",343,343,"Positive",35,0
0.367,2623,37,"S006","S2",344,344,"Positive",36,0
0.283,2213,38,"S006","S2",342,342,"Positive",37,0
0.25,1980,39,"S006","S2",340,340,"Positive",38,0
0.334,1530,40,"S006","S2",340,340,"Positive",39,0
0.3,664,41,"S006","S2",339,339,"Positive",40,0
0.283,3234,42,"S006","S2",337,337,"Positive",41,0
0.35,855,43,"S006","S2",338,338,"Positive",42,0
0.283,2835,44,"S006","S2",336,336,"Positive",43,0
0.267,3192,45,"S006","S2",335,335,"Positive",44,0
0.283,3260,46,"S006","S2",334,334,"Positive",45,0
0.484,3258,47,"S006","S2",337,337,"Positive",46,0
0.317,1193,48,"S006","S2",336,336,"Positive",47,0
0.3,1371,49,"S006","S2",336,336,"Positive",48,0
0.267,2270,50,"S006","S2",334,334,"Positive",49,0
0.283,3084,51,"S006","S2",333,333,"Positive",50,0
0.367,815,52,"S006","S2",334,334,"Positive",51,0
0.3,3078,53,"S006","S2",333,333,"Positive",52,0
0.3,2265,54,"S006","S2",333,333,"Positive",53,0
0.383,343,55,"S006","S2",334,334,"Positive",54,0
0.333,816,56,"S006","S2",334,334,"Positive",55,0
0.333,1808,57,"S006","S2",334,334,"Positive",56,0
0.267,3207,58,"S006","S2",332,332,"Positive",57,0
0.3,3282,59,"S006","S2",332,332,"Positive",58,0
0.333,2710,60,"S006","S2",332,332,"Positive",59,0
0.383,249,61,"S006","S2",333,333,"Positive",60,0
0.317,1177,62,"S006","S2",333,333,"Positive",61,0
0.383,1424,63,"S006","S2",333,333,"Positive",62,0
0.35,1770,64,"S006","S2",334,334,"Positive",63,0
0.3,1891,65,"S006","S2",333,333,"Positive",64,0
0.333,413,66,"S006","S2",333,333,"Positive",65,0
0.284,1011,67,"S006","S2",332,332,"Positive",66,0
0.267,3202,68,"S006","S2",331,331,"Positive",67,0
0.317,1399,69,"S006","S2",331,331,"Positive",68,0
0.317,1104,70,"S006","S2",331,331,"Positive",69,0
0.267,3389,71,"S006","S2",330,330,"Positive",70,0
0.3,1536,72,"S006","S2",330,330,"Positive",71,0
0.283,2544,73,"S006","S2",329,329,"Positive",72,0
0.367,557,74,"S006","S2",330,330,"Positive",73,0
0.367,2420,75,"S006","S2",330,330,"Positive",74,0
0.317,2352,76,"S006","S2",330,330,"Positive",75,0
0.3,2515,77,"S006","S2",329,329,"Positive",76,0
0.3,1372,78,"S006","S2",329,329,"Positive",77,0
0.35,3424,79,"S006","S2",329,329,"Positive",78,0
0.283,2465,80,"S006","S2",329,329,"Positive",79,0
0.283,3010,81,"S006","S2",328,328,"Positive",80,0
0.333,1488,82,"S006","S2",328,328,"Positive",81,0
0.283,2049,83,"S006","S2",328,328,"Positive",82,0
0.284,2084,84,"S006","S2",327,327,"Positive",83,0
0.283,2552,85,"S006","S2",327,327,"Positive",84,0
0.383,218,86,"S006","S2",327,327,"Positive",85,0
0.284,1669,87,"S006","S2",327,327,"Positive",86,0
0.267,2204,88,"S006","S2",326,326,"Positive",87,0
0.3,2847,89,"S006","S2",326,326,"Positive",88,0
0.3,1314,90,"S006","S2",326,326,"Positive",89,0
0.283,2238,91,"S006","S2",325,325,"Positive",90,0
0.267,3238,92,"S006","S2",324,324,"Positive",91,0
0.333,175,93,"S006","S2",325,325,"Positive",92,0
0.35,182,94,"S006","S2",325,325,"Positive",93,0
0.433,391,95,"S006","S2",326,326,"Positive",94,0
0.367,3354,96,"S006","S2",326,326,"Positive",95,0
0.3,3323,97,"S006","S2",326,326,"Positive",96,0
0.45,1772,98,"S006","S2",327,327,"Positive",97,0
0.35,2294,99,"S006","S2",328,328,"Positive",98,0
0.3,3032,100,"S006","S2",327,327,"Positive",99,0
0.317,3029,101,"S006","S2",327,327,"Positive",100,0
0.35,2613,102,"S006","S2",327,327,"Positive",101,0
0.3,2199,103,"S006","S2",327,327,"Positive",102,0
0.283,2856,104,"S006","S2",327,327,"Positive",103,0
0.266,3048,105,"S006","S2",326,326,"Positive",104,0
0.317,691,106,"S006","S2",326,326,"Positive",105,0
0.3,1435,107,"S006","S2",326,326,"Positive",106,0
0.3,908,108,"S006","S2",326,326,"Positive",107,0
0.317,852,109,"S006","S2",326,326,"Positive",108,0
0.333,510,110,"S006","S2",326,326,"Positive",109,0
0.4,212,111,"S006","S2",326,326,"Positive",110,0
0.317,593,112,"S006","S2",326,326,"Positive",111,0
0.267,2808,113,"S006","S2",326,326,"Positive",112,0
0.267,811,114,"S006","S2",325,325,"Positive",113,0
0.283,1490,115,"S006","S2",325,325,"Positive",114,0
0.3,2620,116,"S006","S2",325,325,"Positive",115,0
0.333,252,117,"S006","S2",325,325,"Positive",116,0
0.3,2027,118,"S006","S2",324,324,"Positive",117,0
0.233,2227,119,"S006","S2",324,324,"Positive",118,0
0.317,830,120,"S006","S2",324,324,"Positive",119,0
0.7,1863,1,"S008","S1",NA,700,"Positive",0,0
0.334,2446,2,"S008","S1",517,517,"Positive",1,0
0.317,2117,3,"S008","S1",450,450,"Positive",2,0
0.25,2959,4,"S008","S1",400,400,"Positive",3,0
0.267,2449,5,"S008","S1",373,373,"Positive",4,0
0.35,1241,6,"S008","S1",369,369,"Positive",5,0
0.25,1640,7,"S008","S1",352,352,"Positive",6,0
0.333,476,8,"S008","S1",350,350,"Positive",7,0
0.283,2354,9,"S008","S1",343,343,"Positive",8,0
0.267,1437,10,"S008","S1",335,335,"Positive",9,0
0.25,2328,11,"S008","S1",327,327,"Positive",10,0
0.35,384,12,"S008","S1",329,329,"Positive",11,0
0.266,2446,13,"S008","S1",324,324,"Positive",12,0
0.367,3257,14,"S008","S1",327,327,"Positive",13,0
0.367,1281,15,"S008","S1",330,330,"Positive",14,0
0.266,2444,16,"S008","S1",326,326,"Positive",15,0
0.35,263,17,"S008","S1",327,327,"Positive",16,0
0.317,256,18,"S008","S1",327,327,"Positive",17,0
0.25,2164,19,"S008","S1",323,323,"Positive",18,0
0.267,1724,20,"S008","S1",320,320,"Positive",19,0
0.283,1578,21,"S008","S1",318,318,"Positive",20,0
0.25,963,22,"S008","S1",315,315,"Positive",21,0
0.233,1384,23,"S008","S1",312,312,"Positive",22,0
0.3,663,24,"S008","S1",311,311,"Positive",23,0
0.433,1446,25,"S008","S1",316,316,"Positive",24,0
0.383,1782,26,"S008","S1",319,319,"Positive",25,0
0.267,2168,27,"S008","S1",317,317,"Positive",26,0
0.267,700,28,"S008","S1",315,315,"Positive",27,0
0.267,2804,29,"S008","S1",313,313,"Positive",28,0
0.283,2106,30,"S008","S1",312,312,"Positive",29,0
0.25,2386,31,"S008","S1",310,310,"Positive",30,0
0.3,2408,32,"S008","S1",310,310,"Positive",31,0
0.267,3486,33,"S008","S1",309,309,"Positive",32,0
0.317,1047,34,"S008","S1",309,309,"Positive",33,0
0.317,2837,35,"S008","S1",309,309,"Positive",34,0
0.367,582,36,"S008","S1",311,311,"Positive",35,0
0.333,865,37,"S008","S1",311,311,"Positive",36,0
0.267,1536,38,"S008","S1",310,310,"Positive",37,0
0.3,402,39,"S008","S1",310,310,"Positive",38,0
0.267,393,40,"S008","S1",309,309,"Positive",39,0
0.283,578,41,"S008","S1",308,308,"Positive",40,0
0.267,1236,42,"S008","S1",307,307,"Positive",41,0
0.25,1923,43,"S008","S1",306,306,"Positive",42,0
0.267,2256,44,"S008","S1",305,305,"Positive",43,0
0.283,3439,45,"S008","S1",304,304,"Positive",44,0
0.35,634,46,"S008","S1",305,305,"Positive",45,0
0.267,2356,47,"S008","S1",305,305,"Positive",46,0
0.283,773,48,"S008","S1",304,304,"Positive",47,0
0.317,3458,49,"S008","S1",304,304,"Positive",48,0
0.283,2490,50,"S008","S1",304,304,"Positive",49,0
0.267,1419,51,"S008","S1",303,303,"Positive",50,0
0.267,434,52,"S008","S1",303,303,"Positive",51,0
0.3,799,53,"S008","S1",303,303,"Positive",52,0
0.266,1011,54,"S008","S1",302,302,"Positive",53,0
0.3,2852,55,"S008","S1",302,302,"Positive",54,0
0.267,2605,56,"S008","S1",301,301,"Positive",55,0
0.25,3060,57,"S008","S1",300,300,"Positive",56,0
0.333,2586,58,"S008","S1",301,301,"Positive",57,0
0.483,1493,59,"S008","S1",304,304,"Positive",58,0
0.283,2619,60,"S008","S1",304,304,"Positive",59,0
0.283,1978,61,"S008","S1",303,303,"Positive",60,0
0.333,837,62,"S008","S1",304,304,"Positive",61,0
0.267,2209,63,"S008","S1",303,303,"Positive",62,0
0.267,2950,64,"S008","S1",303,303,"Positive",63,0
0.317,812,65,"S008","S1",303,303,"Positive",64,0
0.283,2949,66,"S008","S1",303,303,"Positive",65,0
0.3,2033,67,"S008","S1",302,302,"Positive",66,0
0.284,3202,68,"S008","S1",302,302,"Positive",67,0
0.333,2537,69,"S008","S1",303,303,"Positive",68,0
0.433,620,70,"S008","S1",305,305,"Positive",69,0
0.35,1114,71,"S008","S1",305,305,"Positive",70,0
0.25,3313,72,"S008","S1",304,304,"Positive",71,0
0.317,542,73,"S008","S1",305,305,"Positive",72,0
0.3,1413,74,"S008","S1",304,304,"Positive",73,0
0.283,1508,75,"S008","S1",304,304,"Positive",74,0
0.267,2919,76,"S008","S1",304,304,"Positive",75,0
0.35,558,77,"S008","S1",304,304,"Positive",76,0
0.333,1450,78,"S008","S1",305,305,"Positive",77,0
0.317,1090,79,"S008","S1",305,305,"Positive",78,0
0.25,3221,80,"S008","S1",304,304,"Positive",79,0
0.317,2950,81,"S008","S1",304,304,"Positive",80,0
0.267,1342,82,"S008","S1",304,304,"Positive",81,0
0.333,419,83,"S008","S1",304,304,"Positive",82,0
0.317,1598,84,"S008","S1",304,304,"Positive",83,0
0.35,1204,85,"S008","S1",305,305,"Positive",84,0
0.283,2810,86,"S008","S1",305,305,"Positive",85,0
0.466,193,87,"S008","S1",307,307,"Positive",86,0
0.25,1807,88,"S008","S1",306,306,"Positive",87,0
0.317,2940,89,"S008","S1",306,306,"Positive",88,0
0.25,3377,90,"S008","S1",305,305,"Positive",89,0
0.267,3458,91,"S008","S1",305,305,"Positive",90,0
0.233,3229,92,"S008","S1",304,304,"Positive",91,0
0.317,838,93,"S008","S1",304,304,"Positive",92,0
0.45,1127,94,"S008","S1",306,306,"Positive",93,0
0.283,1053,95,"S008","S1",306,306,"Positive",94,0
0.3,139,96,"S008","S1",306,306,"Positive",95,0
0.283,330,97,"S008","S1",305,305,"Positive",96,0
0.267,3276,98,"S008","S1",305,305,"Positive",97,0
0.316,2281,99,"S008","S1",305,305,"Positive",98,0
0.384,784,100,"S008","S1",306,306,"Positive",99,0
0.3,1707,101,"S008","S1",306,306,"Positive",100,0
0.333,1928,102,"S008","S1",306,306,"Positive",101,0
0.383,1233,103,"S008","S1",307,307,"Positive",102,0
0.317,947,104,"S008","S1",307,307,"Positive",103,0
0.267,1476,105,"S008","S1",307,307,"Positive",104,0
0.267,2061,106,"S008","S1",306,306,"Positive",105,0
0.317,2915,107,"S008","S1",306,306,"Positive",106,0
0.333,1598,108,"S008","S1",306,306,"Positive",107,0
0.383,577,109,"S008","S1",307,307,"Positive",108,0
0.267,2384,110,"S008","S1",307,307,"Positive",109,0
0.25,2826,111,"S008","S1",306,306,"Positive",110,0
0.417,1739,112,"S008","S1",307,307,"Positive",111,0
0.25,2334,113,"S008","S1",307,307,"Positive",112,0
0.35,112,114,"S008","S1",307,307,"Positive",113,0
0.283,2229,115,"S008","S1",307,307,"Positive",114,0
0.283,331,116,"S008","S1",307,307,"Positive",115,0
0.267,2266,117,"S008","S1",306,306,"Positive",116,0
0.333,3098,118,"S008","S1",307,307,"Positive",117,0
0.3,1941,119,"S008","S1",307,307,"Positive",118,0
0.317,1463,120,"S008","S1",307,307,"Positive",119,0
0.367,1152,1,"S008","S2",NA,367,"Positive",0,0
0.366,3171,2,"S008","S2",367,367,"Positive",1,0
0.283,2111,3,"S008","S2",339,339,"Positive",2,0
0.233,3164,4,"S008","S2",312,312,"Positive",3,0
0.35,2611,5,"S008","S2",320,320,"Positive",4,0
0.3,2176,6,"S008","S2",317,317,"Positive",5,0
0.367,145,7,"S008","S2",324,324,"Positive",6,0
0.283,2482,8,"S008","S2",319,319,"Positive",7,0
0.333,3103,9,"S008","S2",320,320,"Positive",8,0
0.317,2017,10,"S008","S2",320,320,"Positive",9,0
0.3,856,11,"S008","S2",318,318,"Positive",10,0
0.283,3354,12,"S008","S2",315,315,"Positive",11,0
0.3,1680,13,"S008","S2",314,314,"Positive",12,0
0.383,3172,14,"S008","S2",319,319,"Positive",13,0
0.317,2027,15,"S008","S2",319,319,"Positive",14,0
0.267,2371,16,"S008","S2",316,316,"Positive",15,0
0.383,868,17,"S008","S2",320,320,"Positive",16,0
0.267,3408,18,"S008","S2",317,317,"Positive",17,0
0.35,1870,19,"S008","S2",318,318,"Positive",18,0
0.317,927,20,"S008","S2",318,318,"Positive",19,0
0.283,2394,21,"S008","S2",317,317,"Positive",20,0
0.283,2025,22,"S008","S2",315,315,"Positive",21,0
0.3,1185,23,"S008","S2",314,314,"Positive",22,0
0.3,392,24,"S008","S2",314,314,"Positive",23,0
0.333,187,25,"S008","S2",315,315,"Positive",24,0
0.233,2626,26,"S008","S2",312,312,"Positive",25,0
0.283,1564,27,"S008","S2",310,310,"Positive",26,0
0.25,2414,28,"S008","S2",308,308,"Positive",27,0
0.25,2788,29,"S008","S2",306,306,"Positive",28,0
0.25,2167,30,"S008","S2",304,304,"Positive",29,0
0.25,1908,31,"S008","S2",303,303,"Positive",30,0
0.367,705,32,"S008","S2",305,305,"Positive",31,0
0.35,1214,33,"S008","S2",306,306,"Positive",32,0
0.266,1649,34,"S008","S2",305,305,"Positive",33,0
0.317,749,35,"S008","S2",305,305,"Positive",34,0
0.533,302,36,"S008","S2",312,312,"Positive",35,0
0.267,2095,37,"S008","S2",310,310,"Positive",36,0
0.317,2446,38,"S008","S2",310,310,"Positive",37,0
0.367,160,39,"S008","S2",312,312,"Positive",38,0
0.267,3461,40,"S008","S2",311,311,"Positive",39,0
0.35,2426,41,"S008","S2",312,312,"Positive",40,0
0.417,506,42,"S008","S2",314,314,"Positive",41,0
0.283,2334,43,"S008","S2",314,314,"Positive",42,0
0.283,806,44,"S008","S2",313,313,"Positive",43,0
0.267,2933,45,"S008","S2",312,312,"Positive",44,0
0.283,1574,46,"S008","S2",311,311,"Positive",45,0
0.3,763,47,"S008","S2",311,311,"Positive",46,0
0.317,696,48,"S008","S2",311,311,"Positive",47,0
0.25,2313,49,"S008","S2",310,310,"Positive",48,0
0.267,1616,50,"S008","S2",309,309,"Positive",49,0
0.25,1643,51,"S008","S2",308,308,"Positive",50,0
0.333,1942,52,"S008","S2",308,308,"Positive",51,0
0.35,1458,53,"S008","S2",309,309,"Positive",52,0
0.383,632,54,"S008","S2",310,310,"Positive",53,0
0.283,1232,55,"S008","S2",310,310,"Positive",54,0
0.35,154,56,"S008","S2",311,311,"Positive",55,0
0.25,2823,57,"S008","S2",310,310,"Positive",56,0
0.3,2203,58,"S008","S2",309,309,"Positive",57,0
0.267,2792,59,"S008","S2",309,309,"Positive",58,0
0.4,1574,60,"S008","S2",310,310,"Positive",59,0
0.267,1975,61,"S008","S2",310,310,"Positive",60,0
0.367,535,62,"S008","S2",310,310,"Positive",61,0
0.35,1077,63,"S008","S2",311,311,"Positive",62,0
0.433,623,64,"S008","S2",313,313,"Positive",63,0
0.25,2764,65,"S008","S2",312,312,"Positive",64,0
0.317,2431,66,"S008","S2",312,312,"Positive",65,0
0.333,1151,67,"S008","S2",312,312,"Positive",66,0
0.367,937,68,"S008","S2",313,313,"Positive",67,0
0.433,149,69,"S008","S2",315,315,"Positive",68,0
0.284,983,70,"S008","S2",315,315,"Positive",69,0
0.267,2053,71,"S008","S2",314,314,"Positive",70,0
0.25,2471,72,"S008","S2",313,313,"Positive",71,0
0.284,1821,73,"S008","S2",313,313,"Positive",72,0
0.35,521,74,"S008","S2",313,313,"Positive",73,0
0.233,2795,75,"S008","S2",312,312,"Positive",74,0
0.383,151,76,"S008","S2",313,313,"Positive",75,0
0.317,1476,77,"S008","S2",313,313,"Positive",76,0
0.267,2002,78,"S008","S2",312,312,"Positive",77,0
0.25,1753,79,"S008","S2",312,312,"Positive",78,0
0.283,3268,80,"S008","S2",311,311,"Positive",79,0
0.267,3043,81,"S008","S2",311,311,"Positive",80,0
0.3,488,82,"S008","S2",311,311,"Positive",81,0
0.266,2927,83,"S008","S2",310,310,"Positive",82,0
0.283,2102,84,"S008","S2",310,310,"Positive",83,0
0.25,2159,85,"S008","S2",309,309,"Positive",84,0
0.35,1003,86,"S008","S2",309,309,"Positive",85,0
0.267,3045,87,"S008","S2",309,309,"Positive",86,0
0.3,2780,88,"S008","S2",309,309,"Positive",87,0
0.317,1775,89,"S008","S2",309,309,"Positive",88,0
0.267,2606,90,"S008","S2",309,309,"Positive",89,0
0.3,1462,91,"S008","S2",308,308,"Positive",90,0
0.3,871,92,"S008","S2",308,308,"Positive",91,0
0.233,2654,93,"S008","S2",308,308,"Positive",92,0
0.25,2848,94,"S008","S2",307,307,"Positive",93,0
0.383,1744,95,"S008","S2",308,308,"Positive",94,0
0.383,399,96,"S008","S2",308,308,"Positive",95,0
0.317,347,97,"S008","S2",309,309,"Positive",96,0
0.267,2892,98,"S008","S2",308,308,"Positive",97,0
0.25,1950,99,"S008","S2",308,308,"Positive",98,0
0.25,2039,100,"S008","S2",307,307,"Positive",99,0
0.267,3261,101,"S008","S2",307,307,"Positive",100,0
0.35,585,102,"S008","S2",307,307,"Positive",101,0
0.233,2381,103,"S008","S2",306,306,"Positive",102,0
0.267,2659,104,"S008","S2",306,306,"Positive",103,0
0.35,1476,105,"S008","S2",306,306,"Positive",104,0
0.383,110,106,"S008","S2",307,307,"Positive",105,0
0.3,296,107,"S008","S2",307,307,"Positive",106,0
0.267,3447,108,"S008","S2",307,307,"Positive",107,0
0.233,2340,109,"S008","S2",306,306,"Positive",108,0
0.283,1571,110,"S008","S2",306,306,"Positive",109,0
0.25,2202,111,"S008","S2",305,305,"Positive",110,0
0.317,1183,112,"S008","S2",305,305,"Positive",111,0
0.433,247,113,"S008","S2",306,306,"Positive",112,0
0.283,1485,114,"S008","S2",306,306,"Positive",113,0
0.267,827,115,"S008","S2",306,306,"Positive",114,0
0.267,1515,116,"S008","S2",306,306,"Positive",115,0
0.333,320,117,"S008","S2",306,306,"Positive",116,0
0.267,3417,118,"S008","S2",305,305,"Positive",117,0
0.317,1989,119,"S008","S2",306,306,"Positive",118,0
0.267,2949,120,"S008","S2",305,305,"Positive",119,0
